Course ID,Course Name,Unit,Level,Avg Star,Review Number,Result
Exploratory Data Analysis for Machine Learning,Exploratory Data Analysis for Machine Learning,IBM,,4.6,1653,"IBM
Supervised Machine Learning: Regression
Course
IBM
Unsupervised Machine Learning
Course
IBM
Supervised Machine Learning: Classification
Course
IBM
Machine Learning Capstone
Course"
Data Science as a Field,Data Science as a Field,University of Colorado Boulder,,4.2,30,"By taking this course, you will be able explain what data science is and identify the key disciplines involved.
You will be able to use the steps of the data science process to create a reproducible data analysis and identify personal biases.
You will be able to identify interesting data science applications, locate jobs in Data Science, and begin developing a professional network."
The Nuts and Bolts of Machine Learning,The Nuts and Bolts of Machine Learning,Google,,4.8,283,"Identify characteristics of the different types of machine learning 
Prepare data for machine learning models 
Build and evaluate supervised and unsupervised learning models using Python
Demonstrate proper model and metric selection for a machine learning algorithm"
Introduction to Data Science and scikit-learn in Python,Introduction to Data Science and scikit-learn in Python,LearnQuest,,3.8,40,"Employ artificial intelligence techniques to test hypothesis in Python
Apply a machine learning model combining Numpy, Pandas, and Scikit-Learn"
Reinforcement Learning Specialization,Reinforcement Learning Specialization,University of Alberta,,4.8,3179,"Build a Reinforcement Learning system for sequential decision making.
Understand the space of RL algorithms (Temporal- Difference learning, Monte Carlo, Sarsa, Q-learning, Policy Gradients, Dyna, and more).
Understand how to formalize your task as a Reinforcement Learning problem, and how to begin implementing a solution.  
Understand how RL fits under the broader umbrella of machine learning, and how it complements deep learning, supervised and unsupervised learning "
Regression Analysis: Simplify Complex Data Relationships,Regression Analysis: Simplify Complex Data Relationships,Google,,4.7,303,"Investigate relationships in datasets
Identify regression model assumptions 
Perform linear and logistic regression using Python
Practice model evaluation and interpretation"
DeepLearning.AI TensorFlow Developer Professional Certificate,DeepLearning.AI TensorFlow Developer Professional Certificate,DeepLearning.AI,,4.7,21256,"Best practices for TensorFlow, a popular open-source machine learning framework to train a neural network for a computer vision applications.
Handle real-world image data and explore strategies to prevent overfitting, including augmentation and dropout.
Build natural language processing systems using TensorFlow.
Apply RNNs, GRUs, and LSTMs as you train them using text repositories."
Advanced Clinical Data Science,Advanced Clinical Data Science,University of Colorado System,,4.8,21,"University of Colorado System
Predictive Modeling and Transforming Clinical Practice
Course
University of Colorado System
Clinical Data Science
Specialization
University of Colorado System
Clinical Data Models and Data Quality Assessments
Course
Tecnológico de Monterrey
Aspectos conceptuales y operativos de la Telesalud
Course"
Bioconductor for Genomic Data Science,Bioconductor for Genomic Data Science,Johns Hopkins University,,3.8,362,"Johns Hopkins University
Statistics for Genomic Data Science
Course
Johns Hopkins University
Algorithms for DNA Sequencing
Course
Johns Hopkins University
Command Line Tools for Genomic Data Science
Course
Johns Hopkins University
Python for Genomic Data Science
Course"
Fundamentals of Machine Learning for Healthcare,Fundamentals of Machine Learning for Healthcare,Stanford University,,4.8,421,"Define important relationships between the fields of machine learning, biostatistics, and traditional computer programming.
Learn about advanced neural network architectures for tasks ranging from text classification to object detection and segmentation.
Learn important approaches for leveraging data to train, validate, and test machine learning models.
Understand how dynamic medical practice and discontinuous timelines impact clinical machine learning application development and deployment."
Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,Microsoft,,4.6,463,"You will learn about the types of solutions AI makes possible, and the services on Microsoft Azure that you can use to create them."
